ï»¿Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Unit Cost,Total Cost (Current),Average Age
Royal Air Maroc,Royal Air Maroc,Boeing 757,,,2.0,2.0,73.0,0.0,
Royal Air Maroc,Royal Air Maroc,Boeing 767,4.0,,2.0,6.0,187.0,748.0,16.0
Royal Air Maroc,Royal Air Maroc,Boeing 787 Dreamliner,5.0,,,5.0,265.0,1.326,0.9
Royal Air Maroc,Royal Air Maroc,Embraer ERJ-190,4.0,,2.0,6.0,46.0,185.0,2.1
Royal Jordanian,Royal Jordanian,Airbus A310,2.0,,12.0,14.0,75.0,150.0,28.6
Royal Jordanian,Royal Jordanian,Airbus A319,4.0,,,4.0,90.0,358.0,8.1
Royal Jordanian,Royal Jordanian,Airbus A320,6.0,,8.0,14.0,98.0,588.0,5.8
Royal Jordanian,Royal Wings,Airbus A320,1.0,,,1.0,98.0,98.0,21.0
Royal Jordanian,Royal Jordanian,Airbus A321,2.0,,6.0,8.0,115.0,230.0,4.6
Royal Jordanian,Royal Jordanian,Airbus A330,2.0,1.0,1.0,4.0,240.0,480.0,7.8
Royal Jordanian,Royal Jordanian,Airbus A340,,,4.0,4.0,216.0,0.0,
Royal Jordanian,Royal Jordanian,Boeing 747,,,2.0,2.0,316.0,0.0,
Royal Jordanian,Royal Jordanian,Boeing 787 Dreamliner,6.0,1.0,,7.0,265.0,1.591,1.9
Royal Jordanian,Royal Jordanian,De Havilland Canada DHC-8 Dash 8,,,2.0,2.0,31.0,0.0,
Royal Jordanian,Royal Wings,De Havilland Canada DHC-8 Dash 8,,,3.0,3.0,31.0,0.0,
Royal Jordanian,Royal Jordanian,Embraer ERJ-170,3.0,,,3.0,39.0,116.0,7.8
Royal Jordanian,Royal Jordanian,Embraer ERJ-190,2.0,,3.0,5.0,46.0,92.0,9.2
Royal Jordanian,Royal Jordanian,Lockheed L-1011 TriStar,,,2.0,2.0,190.0,0.0,
Ryanair,RyanAir,ATR 42/72,,,4.0,4.0,22.0,0.0,
Ryanair,RyanAir,Boeing 737,366.0,10.0,100.0,476.0,74.0,27.077,6.6
S7 Airlines,S7 Airlines,Airbus A310,,,9.0,9.0,75.0,0.0,
S7 Airlines,S7 Airlines,Airbus A319,19.0,,1.0,20.0,90.0,1.702,14.6
S7 Airlines,S7 Airlines,Airbus A320,19.0,,,19.0,98.0,1.862,6.1
S7 Airlines,S7 Airlines,Airbus A321,6.0,,,6.0,115.0,689.0,8.8
S7 Airlines,S7 Airlines,Boeing 737,19.0,,14.0,33.0,74.0,1.406,7.4
S7 Airlines,S7 Airlines,Boeing 767,2.0,,,2.0,187.0,374.0,20.6
S7 Airlines,S7 Airlines,Embraer ERJ-170,,,,,39.0,0.0,
S7 Airlines,S7 Airlines,Tupolev Tu-204,,,2.0,2.0,16.0,0.0,
SAS Group,Air Greenland,Airbus A330,1.0,,,1.0,240.0,240.0,18.3
SAS Group,Air Greenland,Boeing 757,,,1.0,1.0,73.0,0.0,
SAS Group,WiderÃ¸e,De Havilland Canada DHC-6 Twin Otter,,,1.0,1.0,7.0,0.0,
SAS Group,WiderÃ¸e,De Havilland Canada DHC-8 Dash 8,41.0,,17.0,58.0,31.0,1.283,18.7
SAS Group,Air Greenland,De Havilland Canada DHC-8 Dash 8,7.0,,1.0,8.0,31.0,219.0,19.7
SAS Group,WiderÃ¸e,Fokker F50 / F60,,,4.0,4.0,18.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A300,,,36.0,36.0,75.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A310,,,1.0,1.0,75.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A319,5.0,,,5.0,90.0,448.0,12.2
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A320,35.0,5.0,9.0,49.0,98.0,3.43,6.4
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A321,15.0,,12.0,27.0,115.0,1.724,4.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A330,28.0,5.0,12.0,45.0,240.0,6.72,6.1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A340,,,4.0,4.0,216.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 737,,,26.0,26.0,74.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 747,21.0,,107.0,128.0,316.0,6.632,16.8
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 757,,,10.0,10.0,73.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 767,,,12.0,12.0,187.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 777,54.0,3.0,,57.0,295.0,15.906,8.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 787 Dreamliner,4.0,4.0,,8.0,265.0,1.06,0.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Embraer ERJ-170,15.0,,,15.0,39.0,581.0,10.5
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-10,,,1.0,1.0,145.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-8,,,37.0,37.0,6.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-9,,,3.0,3.0,45.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-11,,,5.0,5.0,175.0,0.0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-90,,,29.0,29.0,45.0,0.0,
Singapore Airlines,Singapore Airlines,Airbus A300,,,8.0,8.0,75.0,0.0,
Singapore Airlines,Singapore Airlines,Airbus A310,,,23.0,23.0,75.0,0.0,
Singapore Airlines,SilkAir,Airbus A310,,,2.0,2.0,75.0,0.0,
Singapore Airlines,SilkAir,Airbus A319,3.0,,5.0,8.0,90.0,269.0,8.3
Singapore Airlines,SilkAir,Airbus A320,11.0,,8.0,19.0,98.0,1.078,6.7
Singapore Airlines,Singapore Airlines,Airbus A330,26.0,,8.0,34.0,240.0,6.24,4.6
Singapore Airlines,Singapore Airlines,Airbus A340,,,22.0,22.0,216.0,0.0,
Singapore Airlines,Singapore Airlines,Airbus A350 XWB,8.0,6.0,,14.0,312.0,2.496,0.4
Singapore Airlines,Singapore Airlines,Airbus A380,19.0,2.0,,21.0,433.0,8.219,7.5
Singapore Airlines,Singapore Airlines,Boeing 737,,,5.0,5.0,74.0,0.0,
Singapore Airlines,Singapore Airlines Cargo,Boeing 737,,,1.0,1.0,74.0,0.0,
Singapore Airlines,SilkAir,Boeing 737,17.0,,6.0,23.0,74.0,1.258,1.8
Singapore Airlines,Singapore Airlines,Boeing 747,,,80.0,80.0,316.0,0.0,
Singapore Airlines,Singapore Airlines Cargo,Boeing 747,9.0,,11.0,20.0,316.0,2.842,14.4
Singapore Airlines,Singapore Airlines,Boeing 757,,,4.0,4.0,73.0,0.0,
Singapore Airlines,Singapore Airlines,Boeing 777,54.0,,31.0,85.0,295.0,15.906,10.6
Singapore Airlines,Singapore Airlines,Boeing 787,,,,,265.0,0.0,
Singapore Airlines,SilkAir,Fokker F70 / F100,,,2.0,2.0,20.0,0.0,
Singapore Airlines,Singapore Airlines,McDonnell Douglas DC-10,,,8.0,8.0,145.0,0.0,
Skymark Airlines,Skymark Airlines,Airbus A330,,,5.0,5.0,240.0,0.0,
Skymark Airlines,Skymark Airlines,Boeing 737,26.0,,7.0,33.0,74.0,1.923,5.7
Skymark Airlines,Skymark Airlines,Boeing 767,,,7.0,7.0,187.0,0.0,
South African Airways,South African Airways,Airbus A300,,,9.0,9.0,75.0,0.0,
South African Airways,South African Airways,Airbus A319,8.0,,3.0,11.0,90.0,717.0,11.9
South African Airways,South African Airways,Airbus A320,12.0,,7.0,19.0,98.0,1.176,3.0
South African Airways,South African Airways,Airbus A330,8.0,2.0,5.0,15.0,240.0,1.92,4.2
South African Airways,South African Airways,Airbus A340,17.0,,6.0,23.0,216.0,3.664,13.4
South African Airways,South African Airways,Boeing 737,9.0,,43.0,52.0,74.0,666.0,17.3
South African Airways,Mango,Boeing 737,10.0,,3.0,13.0,74.0,740.0,16.2
South African Airways,South African Airways,Boeing 747,,,28.0,28.0,316.0,0.0,
South African Airways,South African Airways,Boeing 767,,,3.0,3.0,187.0,0.0,
South African Airways,South African Airways,McDonnell Douglas MD-80,,,2.0,2.0,45.0,0.0,
Southwest Airlines,Southwest Airlines,Boeing 737,718.0,38.0,195.0,952.0,74.0,53.118,11.7
Spirit Airlines,Spirit Airlines,Airbus A319,29.0,,4.0,33.0,90.0,2.598,10.5
Spirit Airlines,Spirit Airlines,Airbus A320,49.0,1.0,,50.0,98.0,4.802,3.1
Spirit Airlines,Spirit Airlines,Airbus A321,16.0,3.0,4.0,23.0,115.0,1.838,2.1
Spirit Airlines,Spirit Airlines,McDonnell Douglas DC-9,,,18.0,18.0,45.0,0.0,
Spirit Airlines,Spirit Airlines,McDonnell Douglas MD-80,,,37.0,37.0,45.0,0.0,
Spring Airlines,Spring Airlines,Airbus A320,65.0,4.0,8.0,77.0,98.0,6.37,3.7
SunExpress,SunExpress,Airbus A320,,,3.0,3.0,98.0,0.0,
SunExpress,SunExpress Deutschland,Airbus A330,6.0,,,,240.0,1.44,
SunExpress,SunExpress,Boeing 737,51.0,,37.0,88.0,74.0,3.773,8.5
SunExpress,SunExpress Deutschland,Boeing 737,16.0,,4.0,20.0,74.0,1.184,13.6
SunExpress,SunExpress,Boeing 757,,,4.0,4.0,73.0,0.0,
TAP Portugal,TAP Portugal,Airbus A310,,,7.0,7.0,75.0,0.0,
TAP Portugal,TAP Portugal,Airbus A319,21.0,,,21.0,90.0,1.882,17.5
TAP Portugal,TAP Portugal,Airbus A320,19.0,,6.0,25.0,98.0,1.862,12.8
TAP Portugal,TAP Portugal,Airbus A321,3.0,,,3.0,115.0,345.0,15.7
TAP Portugal,TAP Portugal,Airbus A330,16.0,,,16.0,240.0,3.84,14.4
TAP Portugal,TAP Portugal,Airbus A340,4.0,,,4.0,216.0,862.0,21.9
TAP Portugal,TAP Express,ATR 42/72,8.0,,,8.0,22.0,177.0,1.2
TAP Portugal,TAP Portugal,Boeing 727,,,1.0,1.0,4.0,0.0,
TAP Portugal,TAP Portugal,Boeing 737,,,25.0,25.0,74.0,0.0,
TAP Portugal,TAP Portugal,Boeing 747,,,4.0,4.0,316.0,0.0,
TAP Portugal,TAP Express,Embraer ERJ-190,9.0,,,9.0,46.0,416.0,5.2
TAP Portugal,TAP Portugal,Lockheed L-1011 TriStar,,,2.0,2.0,190.0,0.0,
Thai Airways,Nok Air,ATR 42/72,2.0,,2.0,4.0,22.0,44.0,9.5
Thai Airways,Nok Air,Boeing 737,23.0,,16.0,39.0,74.0,1.702,7.7
Thai Airways,Nok Air,De Havilland Canada DHC-8 Dash 8,8.0,,,8.0,31.0,250.0,1.6
Thomas Cook Airlines,Condor,Airbus A300,,,9.0,9.0,75.0,0.0,
Thomas Cook Airlines,Condor,Airbus A310,,,5.0,5.0,75.0,0.0,
Thomas Cook Airlines,Condor,Airbus A319,,,1.0,1.0,90.0,0.0,
Thomas Cook Airlines,Condor,Airbus A320,9.0,,5.0,14.0,98.0,882.0,17.8
Thomas Cook Airlines,Condor,Airbus A321,7.0,,1.0,8.0,115.0,804.0,4.0
Thomas Cook Airlines,Condor,Boeing 727,,,1.0,1.0,4.0,0.0,
Thomas Cook Airlines,Condor,Boeing 737,,,17.0,17.0,74.0,0.0,
Thomas Cook Airlines,Condor,Boeing 747,,,4.0,4.0,316.0,0.0,
Thomas Cook Airlines,Condor,Boeing 757,13.0,,20.0,33.0,73.0,943.0,17.5
Thomas Cook Airlines,Condor,Boeing 767,16.0,,5.0,21.0,187.0,2.99,21.3
Thomas Cook Airlines,Condor,McDonnell Douglas DC-10,,,5.0,5.0,145.0,0.0,
Thomas Cook Airlines,Condor,McDonnell Douglas DC-8,,,1.0,1.0,6.0,0.0,
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A319,,,1.0,1.0,90.0,0.0,
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A320,5.0,,15.0,20.0,98.0,490.0,14.7
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A320,,,30.0,30.0,98.0,0.0,
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A320,,,2.0,2.0,98.0,0.0,
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A321,21.0,,2.0,23.0,115.0,2.413,6.9
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A321,8.0,,4.0,12.0,115.0,919.0,5.0
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A330,7.0,1.0,4.0,12.0,240.0,1.68,12.5
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A330,4.0,,,4.0,240.0,960.0,16.6
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 757,2.0,3.0,21.0,26.0,73.0,145.0,15.7
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Boeing 757,,,1.0,1.0,73.0,0.0,
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 767,3.0,,,3.0,187.0,561.0,21.8
Trans States Airlines,Trans States Airlines,ATR 42/72,,,12.0,12.0,22.0,0.0,
Trans States Airlines,Trans States Airlines,British Aerospace Jetstream 41,,,11.0,11.0,7.0,0.0,
Trans States Airlines,Compass Airlines,Canadair CRJ-100 Series,,,1.0,1.0,32.0,0.0,
Trans States Airlines,GoJet Airlines,Canadair CRJ-700,46.0,,1.0,47.0,41.0,1.886,11.4
Trans States Airlines,GoJet Airlines,Canadair CRJ-900,7.0,,,7.0,46.0,322.0,8.5
Trans States Airlines,Trans States Airlines,Embraer EMB-120 Brasilia,,,1.0,1.0,11.0,0.0,
Trans States Airlines,Trans States Airlines,Embraer ERJ-145,55.0,,43.0,98.0,20.0,1.078,15.2
Trans States Airlines,Compass Airlines,Embraer ERJ-170,62.0,,,62.0,39.0,2.399,6.4
Trans States Airlines,Trans States Airlines,Mitsubishi MRJ90,,,,,47.0,0.0,
TUI Group,TUIfly,Boeing 737,30.0,,53.0,83.0,74.0,2.219,8.2
TUI Group,TUIfly Nordic,Boeing 737,6.0,,2.0,8.0,74.0,444.0,7.2
TUI Group,TUIfly Nordic,Boeing 757,,,4.0,4.0,73.0,0.0,
TUI Group,TUIfly,Boeing 767,1.0,,2.0,3.0,187.0,187.0,18.6
TUI Group,TUIfly Nordic,Boeing 767,1.0,,1.0,2.0,187.0,187.0,17.8
Tunisair,Tunisair,Airbus A300,,,7.0,7.0,75.0,0.0,
Tunisair,Tunisair,Airbus A310,,,2.0,2.0,75.0,0.0,
Tunisair,Tunisair,Airbus A319,4.0,,,4.0,90.0,358.0,15.5
Tunisair,Tunisair,Airbus A320,17.0,,3.0,20.0,98.0,1.666,15.7
Tunisair,Tunisair,Airbus A330,2.0,,,2.0,240.0,480.0,1.7
Tunisair,Tunisair Express,ATR 42/72,3.0,,1.0,4.0,22.0,66.0,14.2
Tunisair,Tunisair,Boeing 727,,,1.0,1.0,4.0,0.0,
Tunisair,Tunisair,Boeing 737,7.0,,25.0,32.0,74.0,518.0,16.9
Tunisair,Tunisair,Boeing 747,,,1.0,1.0,316.0,0.0,
Tunisair,Tunisair Express,Canadair CRJ-900,1.0,,,1.0,46.0,46.0,10.2
Tunisair,Tunisair,McDonnell Douglas DC-10,,,2.0,2.0,145.0,0.0,
Tunisair,Tunisair,McDonnell Douglas DC-8,,,2.0,2.0,6.0,0.0,
Tunisair,Tunisair,McDonnell Douglas MD-90,,,1.0,1.0,45.0,0.0,
Turkish Airlines,Turkish Airlines,Airbus A300,,,2.0,2.0,75.0,0.0,
Turkish Airlines,Turkish Airlines,Airbus A310,,,19.0,19.0,75.0,0.0,
Turkish Airlines,Turkish Airlines,Airbus A319,14.0,,,14.0,90.0,1.254,8.7
Turkish Airlines,Turkish Airlines,Airbus A320,29.0,,17.0,46.0,98.0,2.842,9.7
Turkish Airlines,Anadolujet (100%),Airbus A320,,,10.0,10.0,98.0,0.0,
Turkish Airlines,Turkish Airlines,Airbus A321,66.0,2.0,7.0,75.0,115.0,7.583,4.6
Turkish Airlines,Turkish Airlines,Airbus A330,58.0,8.0,6.0,72.0,240.0,13.92,5.3
Turkish Airlines,Turkish Airlines,Airbus A340,4.0,,5.0,9.0,216.0,862.0,18.6
Turkish Airlines,Anadolujet (100%),ATR 42/72,,,2.0,2.0,22.0,0.0,
Turkish Airlines,Turkish Airlines,Boeing 737,92.0,,50.0,142.0,74.0,6.806,6.4
Turkish Airlines,Anadolujet (100%),Boeing 737,34.0,,36.0,70.0,74.0,2.515,13.0
Turkish Airlines,Turkish Airlines,Boeing 777,32.0,1.0,6.0,39.0,295.0,9.426,3.2
Turkish Airlines,Turkish Airlines,British Aerospace BAe 146/Avro RJ,,,14.0,14.0,14.0,0.0,
Turkish Airlines,Anadolujet (100%),Embraer ERJ-190,,,6.0,6.0,46.0,0.0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-10,,,4.0,4.0,145.0,0.0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-9,,,11.0,11.0,45.0,0.0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-80,,,3.0,3.0,45.0,0.0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-90,,,2.0,2.0,45.0,0.0,
United Airlines,United Airlines,Airbus A319,59.0,20.0,,80.0,90.0,5.286,16.5
United Airlines,United Airlines,Airbus A320,97.0,,1.0,98.0,98.0,9.506,18.6
United Airlines,United Airlines,Airbus A350,,,,35.0,312.0,0.0,
United Airlines,United Airlines,Boeing 727,,,3.0,3.0,4.0,0.0,
United Airlines,United Airlines,Boeing 737,321.0,2.0,295.0,620.0,74.0,23.748,10.1
United Airlines,United Airlines,Boeing 747,21.0,,67.0,88.0,316.0,6.632,21.2
United Airlines,United Airlines,Boeing 757,77.0,,83.0,160.0,73.0,5.583,18.9
United Airlines,United Airlines,Boeing 767,51.0,,31.0,82.0,187.0,9.532,19.5
United Airlines,United Airlines,Boeing 777,74.0,14.0,8.0,96.0,295.0,21.797,17.5
United Airlines,United Airlines,Boeing 787 Dreamliner,30.0,2.0,,32.0,265.0,7.953,2.2
United Airlines,United Airlines,Embraer E175,,,,,39.0,0.0,
United Airlines,United Airlines,McDonnell Douglas DC-10,,,59.0,59.0,145.0,0.0,
United Airlines,United Airlines,McDonnell Douglas DC-8,,,117.0,117.0,6.0,0.0,
Vietnam Airlines,Vietnam Airlines,Airbus A300,,,2.0,2.0,75.0,0.0,
Vietnam Airlines,Vietnam Airlines,Airbus A310,,,2.0,2.0,75.0,0.0,
Vietnam Airlines,Cambodia Angkor Air,Airbus A320,1.0,1.0,,2.0,98.0,98.0,0.1
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A320,13.0,1.0,4.0,18.0,98.0,1.274,7.0
Vietnam Airlines,Vietnam Airlines,Airbus A320,,,19.0,19.0,98.0,0.0,
Vietnam Airlines,Vietnam Airlines,Airbus A321,56.0,,5.0,61.0,115.0,6.434,5.8
Vietnam Airlines,Cambodia Angkor Air,Airbus A321,2.0,,4.0,6.0,115.0,230.0,7.9
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A321,,,2.0,2.0,115.0,0.0,
Vietnam Airlines,Vietnam Airlines,Airbus A330,8.0,,5.0,13.0,240.0,1.92,9.6
Vietnam Airlines,Vietnam Airlines,Airbus A350 XWB,5.0,2.0,,7.0,312.0,1.56,1.1
Vietnam Airlines,Cambodia Angkor Air,ATR 42/72,3.0,,2.0,5.0,22.0,66.0,7.0
Vietnam Airlines,Vietnam Air Service Company,ATR 42/72,4.0,,1.0,5.0,22.0,88.0,11.0
Vietnam Airlines,Vietnam Airlines,ATR 42/72,,,24.0,24.0,22.0,0.0,
Vietnam Airlines,Vietnam Airlines,Boeing 737,,,5.0,5.0,74.0,0.0,
Vietnam Airlines,Jetstar Pacific Airlines,Boeing 737,,,5.0,5.0,74.0,0.0,
Vietnam Airlines,Vietnam Airlines,Boeing 767,,,17.0,17.0,187.0,0.0,
Vietnam Airlines,Vietnam Airlines,Boeing 777,4.0,,6.0,10.0,295.0,1.178,12.8
Vietnam Airlines,Vietnam Airlines,Boeing 787 Dreamliner,10.0,1.0,,11.0,265.0,2.651,0.9
Vietnam Airlines,Vietnam Airlines,Fokker F70 / F100,,,2.0,2.0,20.0,0.0,
Virgin America,Virgin America,Airbus A319,10.0,,,10.0,90.0,896.0,9.2
Virgin America,Virgin America,Airbus A320,53.0,,,53.0,98.0,5.194,6.3
Virgin America,Virgin America,Airbus A321,,,,,115.0,0.0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A320,,,6.0,6.0,98.0,0.0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A321,,,1.0,1.0,115.0,0.0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A330,10.0,,,10.0,240.0,2.4,5.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A340,8.0,,21.0,29.0,216.0,1.724,10.5
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 747,8.0,,22.0,30.0,316.0,2.526,17.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 767,,,1.0,1.0,187.0,0.0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 787 Dreamliner,13.0,4.0,,17.0,265.0,3.446,1.3
Virgin Australia,Virgin Australia Regional,Airbus A320,2.0,,,2.0,98.0,196.0,18.8
Virgin Australia,Tigerair Australia,Airbus A320,14.0,,,14.0,98.0,1.372,7.2
Virgin Australia,Virgin Australia,Airbus A330,6.0,,2.0,8.0,240.0,1.44,3.9
Virgin Australia,Virgin Australia,ATR 42/72,14.0,,,14.0,22.0,309.0,4.4
Virgin Australia,Virgin Australia Regional,ATR 42/72,,,14.0,14.0,22.0,0.0,
Virgin Australia,Virgin Australia,Boeing 737,75.0,,26.0,101.0,74.0,5.549,6.7
Virgin Australia,Virgin Samoa,Boeing 737,1.0,,1.0,2.0,74.0,74.0,5.1
Virgin Australia,Tigerair Australia,Boeing 737,3.0,1.0,,4.0,74.0,222.0,12.5
Virgin Australia,Virgin Australia,Boeing 777,5.0,,,5.0,295.0,1.473,7.4
Virgin Australia,Virgin Australia,Embraer ERJ-170,,,4.0,4.0,39.0,0.0,
Virgin Australia,Virgin Australia,Embraer ERJ-190,13.0,,5.0,18.0,46.0,601.0,7.6
Virgin Australia,Virgin Australia Regional,Fokker F50 / F60,,,8.0,8.0,18.0,0.0,
Virgin Australia,Virgin Australia Regional,Fokker F70 / F100,14.0,,,14.0,20.0,280.0,24.6
Volaris,Volaris,Airbus A319,15.0,,9.0,24.0,90.0,1.344,9.7
Volaris,Volaris,Airbus A320,44.0,3.0,1.0,48.0,98.0,4.312,3.3
Volaris,Volaris,Airbus A321,9.0,1.0,,10.0,115.0,1.034,0.6
WestJet,WestJet,Boeing 737,114.0,1.0,40.0,155.0,74.0,8.434,8.3
WestJet,WestJet,Boeing 757,,,1.0,1.0,73.0,0.0,
WestJet,WestJet,Boeing 767,4.0,,,4.0,187.0,748.0,24.5
WestJet,WestJet Encore,De Havilland Canada DHC-8 Dash 8,33.0,,,33.0,31.0,1.033,2.0
Wizz Air,Wizz Air,Airbus A320,63.0,,9.0,72.0,98.0,6.174,5.1
Wizz Air,Wizz Air,Airbus A321,11.0,4.0,,15.0,115.0,1.264,0.6
